epoch,train_loss,val_loss,lr
1,0.5011926516890526,0.3706340789794922,0.0003
2,0.48516084502140683,0.30906885862350464,0.0003
3,0.449098361035188,0.26834532618522644,0.0003
4,0.42046817143758136,0.2349236011505127,0.0003
5,0.4034755875666936,0.21561869978904724,0.0003
6,0.37956730276346207,0.19740602374076843,0.0003
7,0.3830997919042905,0.1879667192697525,0.0003
8,0.365119365354379,0.18787714838981628,0.0003
9,0.36713385830322903,0.18442918360233307,0.0003
10,0.373943991959095,0.18085551261901855,0.0003
11,0.360196811457475,0.1838456690311432,0.0003
12,0.3667089541753133,0.1861119568347931,0.0003
13,0.3621618375182152,0.1807141900062561,0.0003
14,0.3693107490738233,0.17798319458961487,0.0003
15,0.3625640720129013,0.18090443313121796,0.0003
16,0.35838432361682254,0.18013103306293488,0.0003
17,0.35935760537783307,0.1770371049642563,0.0003
18,0.3532715514302254,0.1742056906223297,0.0003
19,0.35284551481405896,0.18589229881763458,0.0003
20,0.36120713750521344,0.172787606716156,0.0003
21,0.34907665103673935,0.18044264614582062,0.0003
22,0.3484651322166125,0.17916791141033173,0.0003
23,0.3500111773610115,0.18170803785324097,0.0003
24,0.3563114255666733,0.1768437922000885,0.0003
25,0.3461978460351626,0.1854517012834549,0.00015
26,0.3354138471186161,0.18493960797786713,0.00015
27,0.35188227891921997,0.18207672238349915,0.00015
28,0.34628313531478244,0.1820780634880066,0.00015
29,0.3491391067703565,0.18091116845607758,0.00015
30,0.35126157601674396,0.18734917044639587,7.5e-05
