epoch,train_loss,val_loss,lr
1,0.513416200876236,0.4712151885032654,0.0005
2,0.48931094259023666,0.4424079656600952,0.0005
3,0.46496710926294327,0.41561099886894226,0.0005
4,0.4406448043882847,0.3917753994464874,0.0005
5,0.4195457398891449,0.3742262125015259,0.0005
6,0.40204868465662,0.3610163629055023,0.0005
7,0.3915800265967846,0.35240283608436584,0.0005
8,0.38356324657797813,0.3481106460094452,0.0005
9,0.37649259343743324,0.34493181109428406,0.0005
10,0.37267743051052094,0.34234464168548584,0.0005
11,0.37066447362303734,0.34111884236335754,0.0005
12,0.36876916140317917,0.33998143672943115,0.0005
13,0.366760928183794,0.3385019898414612,0.0005
14,0.3629017770290375,0.33772164583206177,0.0005
15,0.3621106520295143,0.3396204710006714,0.0005
16,0.3589486666023731,0.33686959743499756,0.0005
17,0.35856909304857254,0.33681944012641907,0.0005
18,0.35670870915055275,0.3394458293914795,0.0005
19,0.3554670289158821,0.33694329857826233,0.0005
20,0.35411905869841576,0.3377198278903961,0.0005
21,0.35202429443597794,0.3363744914531708,0.0005
22,0.3508499003946781,0.33621495962142944,0.0005
23,0.3500691018998623,0.33805087208747864,0.0005
24,0.34869569540023804,0.3399796783924103,0.0005
25,0.3470484986901283,0.3353404402732849,0.0005
26,0.3471685163676739,0.33764174580574036,0.0005
27,0.3456984758377075,0.3399554193019867,0.0005
28,0.3444611579179764,0.34125030040740967,0.0005
29,0.3421828970313072,0.34204623103141785,0.0005
30,0.3401605859398842,0.34540098905563354,0.0005
31,0.33971022814512253,0.3398289680480957,0.0005
32,0.33907337486743927,0.3435472249984741,0.00025
33,0.33802642673254013,0.33968278765678406,0.00025
34,0.3364763595163822,0.3437345027923584,0.00025
35,0.33579975739121437,0.3419940769672394,0.00025
36,0.33597223833203316,0.34429049491882324,0.00025
37,0.3344203718006611,0.34359461069107056,0.00025
38,0.33430296927690506,0.3453042209148407,0.00025
39,0.3336429074406624,0.3451617658138275,0.000125
40,0.3336124159395695,0.34714147448539734,0.000125
41,0.33288002014160156,0.3495532274246216,0.000125
42,0.3333127684891224,0.3460909128189087,0.000125
43,0.3322669118642807,0.34674930572509766,0.000125
44,0.33273809030652046,0.34741878509521484,0.000125
45,0.3311384692788124,0.3454883098602295,0.000125
46,0.33198215812444687,0.34844839572906494,6.25e-05
47,0.33078861609101295,0.3476499915122986,6.25e-05
48,0.33134788647294044,0.347082257270813,6.25e-05
49,0.3299047686159611,0.3473559021949768,6.25e-05
