epoch,train_loss,val_loss,lr
1,0.4902491668860118,0.3021981418132782,0.0004
2,0.43131161977847415,0.23280978202819824,0.0004
3,0.3976053198178609,0.2079101949930191,0.0004
4,0.399595948557059,0.18976779282093048,0.0004
5,0.36982983350753784,0.18497484922409058,0.0004
6,0.35874385635058087,0.18366588652133942,0.0004
7,0.36885351687669754,0.1874430924654007,0.0004
8,0.36581623554229736,0.17356346547603607,0.0004
9,0.3634311879674594,0.18322211503982544,0.0004
10,0.35411757230758667,0.17776834964752197,0.0004
11,0.352512647708257,0.17870201170444489,0.0004
12,0.33623052140076953,0.17810259759426117,0.0004
13,0.34732912729183835,0.1805991530418396,0.0004
14,0.3462108125289281,0.18115872144699097,0.0002
15,0.3466568614045779,0.17958031594753265,0.0002
16,0.33294544244805974,0.1819465309381485,0.0002
17,0.34681909283002216,0.18397916853427887,0.0002
18,0.3427542373538017,0.1811925619840622,0.0002
19,0.34240927298863727,0.18451565504074097,0.0002
20,0.33768980701764423,0.18561451137065887,0.0001
21,0.32697199285030365,0.18345637619495392,0.0001
22,0.335997352997462,0.1823495626449585,0.0001
23,0.3366624712944031,0.18240493535995483,0.0001
24,0.34407340238491696,0.18185004591941833,0.0001
25,0.3332911779483159,0.1831817924976349,0.0001
26,0.3330752030014992,0.1837780773639679,5e-05
